id,案内先名（name_ja）,英語名（name_en）,名詞辞書用英語,別名（alias）,カテゴリ（cat）,サブカテゴリ（subcat）,サブカテゴリ英語,エリア（area）,場所（station）,キーワード（keywords）,郵便番号（postcode）,住所（addr）,電話番号（tel）,構内（inside）,改札内（ingate）,喫煙（smoking）,座標（end_point）,緯度経度（lnglat）,日開始時間,日終了時間,月開始時間,月終了時間,火開始時間,火終了時間,水開始時間,水終了時間,木開始時間,木終了時間,金開始時間,金終了時間,土開始時間,土終了時間,公式サイトURL（url）,
331,よーじや 京都駅八条口コーナー,Yojiya Kyoto Station Hachijo-Gate Corner,,,ギフト・おみやげ,お土産屋,Souvenir shop,,京都,"お土産屋,お土産",,京都府京都市下京区東塩小路釜殿町 京都駅ビル,075-662-1211,内,外,,"1,59,72",,0900,2000,0900,2000,0900,2000,0900,2000,0900,2000,0900,2000,0900,2000,,
332,京ぽんと 伏水菓蔵,Kyopon and Fusei Kabura,,,ギフト・おみやげ,お土産屋,Souvenir shop,ASTY京都,京都,"お土産屋,お土産",,京都府京都市下京区東塩小路高倉町8-3 　アスティスクウェア京都2F,075-644-6112,内,外,,"2,45,74",,0930,2100,0930,2100,0930,2100,0930,2100,0930,2100,0930,2100,0930,2100,,
333,ポルタ屋上の噴水「AQUA FANTASY」裏,"Smoking Area: Behind the Fountain ""AQUA Fantasy"" on the Roof of Porta",,,その他・サービス,喫煙所,smoking area,,京都,喫煙所,,,,外,外,,"1,69,21",,,,,,,,,,,,,,,,,
334,京都駅八条口を出てすぐ,Smoking Area: Right outside Kyoto Station Hachijo-Gate,,,その他・サービス,喫煙所,smoking area,,京都,喫煙所,,,,内,外,,"1,45,81",,,,,,,,,,,,,,,,,
335,京都駅前ヨドバシカメラ横のマナースポット,"Smoking Area: Manner Spots at Yodobashi Camera, Kyoto Station",,,その他・サービス,喫煙所,smoking area,,京都,喫煙所,,,,外,外,,"1,59,0",,,,,,,,,,,,,,,,,
336,京都駅0番線の山科側,Smoking Area: Yamashina side of Kyoto Station Platform 0,,,その他・サービス,喫煙所,smoking area,,京都,喫煙所,,,,内,内,,"1,84,48",,,,,,,,,,,,,,,,,
337,近鉄京都駅構内,Smoking Area: Inside the Premises of Kintetsu Kyoto Station,,,その他・サービス,喫煙所,smoking area,,京都,喫煙所,,,,内,内,,"2,26,76",,,,,,,,,,,,,,,,,
338,トラベレックス TiS京都店,"Travelex TiS, Kyoto",,,その他・サービス,外貨両替,foreign currency exchange,,京都,"外貨両替,両替所",,京都府京都市下京区烏丸通 塩小路下ル東塩小路町JR京都駅烏丸中央口前日本旅行TiS京都支店内,075-354-9181,内,外,,"1,64,40",,0930,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1900,,
339,外貨両替専門店ワールドカレンシーショップ京都駅ビル店,"World Currency Exchange, Kyoto Station Building",,,その他・サービス,外貨両替,foreign currency exchange,,京都,"外貨両替,両替所",,京都府京都市下京区 塩小路下ル東塩小路町 京都駅ビル8階 京都府旅券事務所前 烏丸通,075-365-7750,内,外,,"8,42,45",,1000,1700,1000,1700,1000,1700,1000,1700,1000,1700,1000,1700,1000,1700,,
340,トラベレックスジャパン 京都西口店,"Travelex Japan, Kyoto West Gate",,,その他・サービス,外貨両替,foreign currency exchange,,京都,"外貨両替,両替所",,京都府京都市下京区東塩小路町 JR京都駅西口改札横 日本旅行TiS京都西口支店内,075-351-5613,内,外,,"2,48,54",,0900,2000,0900,2000,0900,2000,0900,2000,0900,2000,0900,2000,0900,2000,,
341,東広場,East Square,,,その他・サービス,Wi-Fiスポット,Wi-Fi spots,,京都,Wi-Fiスポット,, kyoto-Wi-Fi,,内,外,,"7,81,43",,,,,,,,,,,,,,,,,
342,京都劇場エントランス,Kyoto Theater Entrance,,,その他・サービス,Wi-Fiスポット,Wi-Fi spots,,京都,Wi-Fiスポット,, kyoto-Wi-Fi,,内,外,,"2,85,41",,,,,,,,,,,,,,,,,
343,鳥丸小路広場,Torimarukoji Square,,,その他・サービス,Wi-Fiスポット,Wi-Fi spots,,京都,Wi-Fiスポット,, kyoto-Wi-Fi,,内,外,,"4,73,41",,,,,,,,,,,,,,,,,
344,南広場,South Square,,,その他・サービス,Wi-Fiスポット,Wi-Fi spots,,京都,Wi-Fiスポット,, kyoto-Wi-Fi,,内,外,,"4,60,46",,,,,,,,,,,,,,,,,
345,駅ビルインフォメーション,Station Building Information,,,その他・サービス,Wi-Fiスポット,Wi-Fi spots,,京都,Wi-Fiスポット,, kyoto-Wi-Fi,,内,外,,"2,49,40",,,,,,,,,,,,,,,,,
346,大階段,Large Stairway,,,その他・サービス,Wi-Fiスポット,Wi-Fi spots,,京都,Wi-Fiスポット,, kyoto-Wi-Fi,,内,外,,"1,58,41",,,,,,,,,,,,,,,,,
347,京都駅ビル専門店街ザ・キューブ2F,"The Cube Goumet Street , Kyoto Station Building 2 F",,,その他・サービス,Wi-Fiスポット,Wi-Fi spots,,京都,Wi-Fiスポット,, kyoto-Wi-Fi,,内,外,,"2,40,57",,,,,,,,,,,,,,,,,
348,京都駅ビル専門店街ザ・キューブグルメ街11F,"The Cube Gourmet Street, Kyoto Station Building 11 F",,,その他・サービス,Wi-Fiスポット,Wi-Fi spots,,京都,Wi-Fiスポット,, kyoto-Wi-Fi,,内,外,,"11,27,46",,,,,,,,,,,,,,,,,
349,京都拉麺小路,Kyoto Ramen Koji,,,その他・サービス,Wi-Fiスポット,Wi-Fi spots,,京都,Wi-Fiスポット,, kyoto-Wi-Fi,,内,外,,"10,39,47",,,,,,,,,,,,,,,,,
350,室町小路広場,Muromachi-koji Square,,,その他・サービス,Wi-Fiスポット,Wi-Fi spots,,京都,Wi-Fiスポット,,JR WEST FREE Wi-Fi & kyoto-Wi-Fi,,内,外,,"4,44,42",,,,,,,,,,,,,,,,,
351,大空広場,Ozora Plaza,,,その他・サービス,Wi-Fiスポット,Wi-Fi spots,,京都,Wi-Fiスポット,,JR WEST FREE Wi-Fi & kyoto-Wi-Fi,,内,外,,"r,25,45",,,,,,,,,,,,,,,,,
352,ユニクロ京都駅八条口店,UNIQLO,,,ショッピング,ユニクロ,Uniqlo,ASTY京都,京都,ユニクロ,,京都府京都市下京区東塩小路高倉町8-3 　アスティロード京都1F,075-693-5085,内,外,,"1,39,72",,0900,2100,0900,2100,0900,2100,0900,2100,0900,2100,0900,2100,0900,2100,,
353,マツモトキヨシ 京都駅八条口店,"Matsumoto Kiyoshi, Kyoto Station Hachijo-Gate",,,ショッピング,ドラッグストア,drugstore,ASTY京都,京都,ドラッグストア,,京都府京都市下京区東塩小路高倉町8-3 　アスティロード京都1F,075-662-1021,内,外,,"1,43,72",,0900,2200,0900,2200,0900,2200,0900,2200,0900,2200,0900,2200,0900,2200,,
354,ベルマートキヨスク京都東口,Bellmart Kyoto East Gate,,,コンビニ・スーパー,売店,supermarket,ASTY京都,京都,売店,,京都府京都市下京区東塩小路高倉町8-3 　アスティロード京都1F,075-694-0500,内,内,,"1,80,71",,0630,2200,0630,2200,0630,2200,0630,2200,0630,2200,0630,2200,0630,2200,,
355,中央口北東エスカレーター1,North-East Escalator 1 at Central Gate,,,,エスカレーター,escalator,,京都,エスカレーター,,,,内,外,,"1,79,37",,,,,,,,,,,,,,,,,
356,中央口北東エスカレーター2,North-East Escalator 2 at Central Gate,,,,エスカレーター,escalator,,京都,エスカレーター,,,,内,外,,"1,81,37",,,,,,,,,,,,,,,,,
357,中央口北東階段1,North-East Stairway 1 at Central Gate,,,,階段,Stairs,,京都,階段,,,,内,外,,"1,79,39",,,,,,,,,,,,,,,,,
358,中央口北東階段2,North-East Stairway 2 at Central Gate,,,,階段,Stairs,,京都,階段,,,,内,外,,"1,82,39",,,,,,,,,,,,,,,,,
359,中央口前階段1,Front Stairway 1 at Central Gate,,,,階段,Stairs,,京都,階段,,,,内,外,,"1,58,42",,,,,,,,,,,,,,,,,
360,中央口前階段2,Front Stairway 2 at Central Gate,,,,階段,Stairs,,京都,階段,,,,内,外,,"1,61,42",,,,,,,,,,,,,,,,,
361,南北連絡口南エスカレータ1,South Escalator 1 at South-North Access Gate,,,,エスカレーター,escalator,,京都,エスカレーター,,,,内,内,,"1,44,78",,,,,,,,,,,,,,,,,
362,Avanti連絡階段,Avanti Connecting Stairway,,,,階段,Stairs,,京都,階段,,,,内,内,,"1,80,76",,,,,,,,,,,,,,,,,
363,南北連絡口南階段1,South Stair 1 at South-North Access Gate,,,,階段,Stairs,,京都,階段,,,,内,内,,"1,44,79",,,,,,,,,,,,,,,,,
364,南北連絡口南エレベータ,South Elevator at South-North Access Gate,,,,エレベーター,Elevator,,京都,エレベーター,,,,内,外,,"1,44,80",,,,,,,,,,,,,,,,,
365,南北連絡口南エスカレータ2,South Escalator 2 at South-North Access Gate,,,,エスカレーター,escalator,,京都,エスカレーター,,,,内,内,,"1,49,77",,,,,,,,,,,,,,,,,
366,南北連絡口南階段2,South Stairway at South-North Access Gate,,,,階段,Stairs,,京都,階段,,,,内,内,,"1,49,78",,,,,,,,,,,,,,,,,
367,みやこみち内階段,Stairway in Miyakomichi,,,,階段,Stairs,,京都,階段,,,,内,外,,"1,38,70",,,,,,,,,,,,,,,,,
368,みやこみち内エスカレーター,Escalator in Miyakomichi,,,,エスカレーター,escalator,,京都,エスカレーター,,,,内,外,,"1,38,71",,,,,,,,,,,,,,,,,
369,地下連絡通路階段,Stairway to Underground Mall,,,,階段,Stairs,,京都,階段,,,,内,外,,"1,81,74",,,,,,,,,,,,,,,,,
370,大階段1,Large Stairway 1,,,,階段,Stairs,,京都,階段,,,,内,外,,"1,57,39",,,,,,,,,,,,,,,,,
371,大階段2,Large Stairway 2,,,,階段,Stairs,,京都,階段,,,,内,外,,"1,62,39",,,,,,,,,,,,,,,,,
372,中央口駅ビル中央エレベーター,Central elevator at Central Gate,,,,エレベーター,Elevator,,京都,エレベーター,,,,内,外,,"1,54,38",,,,,,,,,,,,,,,,,
373,中央口東エレベーター,East Elevator at Central Gate,,,,エレベーター,Elevator,,京都,エレベーター,,,,内,外,,"1,89,40",,,,,,,,,,,,,,,,,
374,伊勢丹内北階段1,North Stairway 2 in Isetan,,,,階段,Stairs,,京都,階段,,,,内,外,,"1,45,38",,,,,,,,,,,,,,,,,
375,伊勢丹内北階段2,North Stairway 2 in Isetan,,,,階段,Stairs,,京都,階段,,,,内,外,,"1,48,38",,,,,,,,,,,,,,,,,
376,伊勢丹内南エレベーター,South Elevator in Isetan,,,,エレベーター,Elevator,,京都,エレベーター,,,,内,外,,"2,44,47",,,,,,,,,,,,,,,,,
377,伊勢丹内北エレベーター,North Elevator in Isetan,,,,エレベーター,Elevator,,京都,エレベーター,,,,内,外,,"1,42,38",,,,,,,,,,,,,,,,,
378,伊勢丹内中央エスカレーター,Central escalator in Isetan,,,,エスカレーター,escalator,,京都,エスカレーター,,,,内,外,,"1,41,43",,,,,,,,,,,,,,,,,
379,伊勢丹内南エスカレーター,South Escalator in Isetan,,,,エスカレーター,escalator,,京都,エスカレーター,,,,内,外,,"2,33,46",,,,,,,,,,,,,,,,,
380,ポルタ左上階段,Porta Upper Left Stairway,,,,階段,Stairs,,京都,階段,,,,内,外,,"1,40,26",,,,,,,,,,,,,,,,,
381,中央口ポルタ左階段,Porta Left Stairway at Central Gate,,,,階段,Stairs,,京都,階段,,,,内,外,,"1,40,35",,,,,,,,,,,,,,,,,
382,中央口ポルタ中央階段,Porta Central Stairway at Central Gate,,,,階段,Stairs,,京都,階段,,,,内,外,,"1,55,35",,,,,,,,,,,,,,,,,
383,中央口ポルタ右階段,Porta Right Stairway at Central Gate,,,,階段,Stairs,,京都,階段,,,,内,外,,"1,69,35",,,,,,,,,,,,,,,,,
384,0番ホームエスカレーター,Escalator on platform 0,,,,エスカレーター,escalator,,京都,"エスカレーター,0番線乗り場,30番線乗り場,31番線乗り場,32番線乗り場,33番線乗り場,34番線乗り場",,,,内,内,,"1,55,48",,,,,,,,,,,,,,,,,
385,0番ホーム階段,Stairway on Platform 0,,,,階段,Stairs,,京都,"階段,0番線乗り場,30番線乗り場,31番線乗り場,32番線乗り場,33番線乗り場,34番線乗り場",,,,内,内,,"1,51,49",,,,,,,,,,,,,,,,,
386,"2,3番ホームエスカレーター",Escalators on Platform 2 and 3,,,,エスカレーター,escalator,,京都,"エスカレーター,2番線乗り場,3番線乗り場",,,,内,内,,"1,55,53",,,,,,,,,,,,,,,,,
387,"2,3番ホーム階段",Stairway on Platform 2 and 3,,,,階段,Stairs,,京都,"階段,2番線乗り場,3番線乗り場",,,,内,内,,"1,55,54",,,,,,,,,,,,,,,,,
388,"4,5番ホームエスカレーター",Escalators on Platform 4 and 5,,,,エスカレーター,escalator,,京都,"エスカレーター,4番線乗り場,5番線乗り場",,,,内,内,,"1,55,58",,,,,,,,,,,,,,,,,
389,"4,5番ホーム階段",Stairway on Platform 4 and 5,,,,階段,Stairs,,京都,"階段,4番線乗り場,5番線乗り場",,,,内,内,,"1,55,59",,,,,,,,,,,,,,,,,
390,"6,7番ホームエスカレーター",Escalators on Platform 6 and 7,,,,エスカレーター,escalator,,京都,"エスカレーター,6番線乗り場,7番線乗り場",,,,内,内,,"1,55,62",,,,,,,,,,,,,,,,,
391,"6,7番ホーム階段",Stairway on Platform 6 and 7,,,,階段,Stairs,,京都,"階段,6番線乗り場,7番線乗り場",,,,内,内,,"1,55,63",,,,,,,,,,,,,,,,,
392,"8,9,10ホームエスカレーター","Escalators on Platforms 8, 9 and 10",,,,エスカレーター,escalator,,京都,"エスカレーター,8番線乗り場,9番線乗り場,10番線乗り場",,,,内,内,,"1,55,66",,,,,,,,,,,,,,,,,
393,"8,9,10ホーム階段","Stairway on Platform 8, 9, and 10",,,,階段,Stairs,,京都,"階段,8番線乗り場,9番線乗り場,10番線乗り場",,,,内,内,,"1,55,67",,,,,,,,,,,,,,,,,
394,新幹線コンコースエスカレーター1,Shinkansen Concourse Escalator 1,,,,エスカレーター,escalator,,京都,"エスカレーター,11番線乗り場,12番線乗り場",,,,内,内,,"2,52,71",,,,,,,,,,,,,,,,,
395,新幹線コンコース階段1,Shinkansen Concourse Stairway 1,,,,階段,Stairs,,京都,"階段,11番線乗り場,12番線乗り場",,,,内,内,,"2,52,72",,,,,,,,,,,,,,,,,
396,新幹線コンコースエスカレーター2,Shinkansen Concourse Escalator 2,,,,階段,Stairs,,京都,"階段,13番線乗り場,14番線乗り場",,,,内,内,,"2,52,74",,,,,,,,,,,,,,,,,
397,新幹線コンコース階段2,Shinkansen Concourse Stairway 2,,,,階段,Stairs,,京都,"階段,13番線乗り場,14番線乗り場",,,,内,内,,"2,52,75",,,,,,,,,,,,,,,,,
398,新幹線八条口改札内エスカレーター,Escalators inside Shinkansen Hachijo Ticket Gate,,,,エスカレーター,escalator,,京都,エスカレーター,,,,内,内,,"1,59,71",,,,,,,,,,,,,,,,,
399,新幹線八条口改札内階段,Stairway inside Shinkansen Hachijo Ticket Gate,,,,階段,Stairs,,京都,階段,,,,内,内,,"1,59,72",,,,,,,,,,,,,,,,,
400,地下鉄南改札口内エスカレーター,Escalator inside South Subway Ticket Gate,,,,エスカレーター,escalator,,京都,エスカレーター,,,,内,内,,"b2,79,62",,,,,,,,,,,,,,,,,
401,地下鉄中央２改札口内エスカレーター,Escalators inside Central Subway Ticket Gate 2,,,,エスカレーター,escalator,,京都,エスカレーター,,,,内,内,,"b2,79,50",,,,,,,,,,,,,,,,,
403,ＨＩＫＡＲＩ,HIKARI,,,ショッピング,ドラッグストア,drugstore,京都駅前地下街ポルタ,京都,ドラッグストア,600-8216,京都府京都市下京区下京区東塩小路町 通 塩小路 下 ル 東 塩小路 町 902 京都 駅前 地下街 porta 烏丸駅,075-361-2022,内,外,,"b2,55,15",,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,,
404,ダイコクドラッグ 京都駅八条口店,"DAIKOKU DRUG, Kyoto Station Hachijo-Gate",,,ショッピング,ドラッグストア,drugstore,,京都,ドラッグストア,601-8002,京都府京都市南区東九条上殿田町 京都市南区東九条上殿田町４９−２,075-693-9998,外,外,,"1,60,90",,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,,
405,コクミンドラッグ 京都PORTA店,Kokumin Drug in Kyoto PORTA,,,ショッピング,ドラッグストア,drugstore,京都駅前地下街ポルタ,京都,ドラッグストア,600-8216,京都府京都市下京区東塩小路町 京都市下京区烏丸通塩小路下ル 東塩小路町902番地,075-343-3372,内,外,,"b2,87,19",,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,,
406,サンプラザ薬局 京都駅前局,"Sunplaza Pharmacy, Kyoto Station Front",,,ショッピング,ドラッグストア,drugstore,,京都,ドラッグストア,600-8216,京都府京都市下京区東塩小路町 塩小路通西洞院東入東塩小路町841−15 コウダ・ビル,075-365-3353,外,外,,"1,0,16",,0000,0000,0900,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1700,,
407,さくら薬局 京都駅前店,"Sakura Pharmacy, Kyoto Station Front",,,ショッピング,ドラッグストア,drugstore,,京都,ドラッグストア,600-8216,京都府京都市下京区東塩小路町 塩小路通西洞院東入東塩小路町841−2 T’score春日,075-353-2066,外,外,,"1,1,16",,0000,0000,0900,2100,0900,1800,0900,2100,0900,2100,0900,1800,0900,1700,,
408,ほのか薬局,Honoka Pharmacy,,,ショッピング,ドラッグストア,drugstore,,京都,ドラッグストア,600-8216,京都府京都市下京区東塩小路町５７９−１ 山崎メディカルビル １F,075-351-8555,外,外,,"1,49,0",,0000,0000,0900,1900,0900,2000,0900,1900,0900,1900,0900,2000,0900,1800,,
409,マツモトキヨシ 京都タワーサンド店,"Matsumoto Kiyoshi, Kyoto Tower Sandwich",,,ショッピング,ドラッグストア,drugstore,,京都,ドラッグストア,600-8216,京都府京都市下京区烏丸七條下る東塩小路町721-1,075-353-5518,外,外,,"1,71,1",,1000,2230,1000,2230,1000,2230,1000,2230,1000,2230,1000,2230,1000,2230,,
410,京お弁当,Kyo Bento,,,レストラン・お食事,お弁当屋,Bento shop,,京都,"お弁当屋,駅弁屋",600-8214,京都府京都市下京区東塩小路高倉町８−３,075-693-5560,内,内,,"2,66,74",,0900,2100,0900,2100,0900,2100,0900,2100,0900,2100,0900,2100,0900,2100,,
411,授乳室 京都伊勢丹７F,Nursing room in Kyoto Isetan 7F,,,,授乳室,nursing room,ジェイアール京都伊勢丹7F,京都,授乳室,,,,内,外,,"7,19,48",,1000,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,2000,,
412,駅スタンプ 中央口改札横,Station Stamp Spot at Central Ticket Gate,,,,駅のスタンプ,station stamp,,京都,駅のスタンプ,,,,内,外,,"1,61,44",,,,,,,,,,,,,,,,,
413,中央口改札内　待合室,Waiting Room outside Central Ticket Gate,,,,待合室,waiting room,,京都,待合室,,,,内,内,,"1,60,46",,,,,,,,,,,,,,,,,
414,老舗・名店弁当コーナー ジェイアール京都伊勢丹店,Long-established and Famous Bento Corner in JR Kyoto Isetan,,,レストラン・お食事,お弁当屋,Bento shop,ジェイアール京都伊勢丹B2F,京都,"お弁当屋,駅弁屋",600-8215,京都府京都市下京区東塩小路釜殿町９０１ ジェイアール京都伊勢丹,075-342-5630,外,外,,"b2,46,41",,1000,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,2000,,
415,時の灯,Tokino Akari,,,,時計台,clock tower,,京都,"時計台,待ち合わせ",,,,内,外,,"2,46,57",,,,,,,,,,,,,,,,,
416,ゐざさ,Izasa,,,レストラン・お食事,お弁当屋,Bento shop,,京都,"お弁当屋,駅弁屋",600-8214,京都府京都市下京区東塩小路高倉町 京都市下京区東塩小路高倉町８−３ JR京都駅,0120-234-888,内,内,,"2,75,70",,0630,2100,0630,2100,0630,2100,0630,2100,0630,2100,0630,2100,0630,2100,,
417,デリカステーション京都コンコース店,Delica Station,,,レストラン・お食事,お弁当屋,Bento shop,,京都,"お弁当屋,駅弁屋",600-8215, 京都府京都市下京区東塩小路釜殿町 京都市下京区東塩小路釜殿町京都駅,075-276-2072,内,内,,"2,51,75",,0630,2130,0630,2130,0630,2130,0630,2130,0630,2130,0630,2130,0630,2130,,
418,たごさく ジェイアール京都伊勢丹店,Tagosaku in Kyoto Isetan,,,レストラン・お食事,お弁当屋,Bento shop,ジェイアール京都伊勢丹B2F,京都,"お弁当屋,駅弁屋",600-8555,京都府京都市下京区東塩小路町 京都市下京区烏丸通り塩小路下ル東塩小路町 ジェイアール京都伊勢丹,075-352-6542,内,外,,"b2,46,43",,1000,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,2000,,
419,とり松,Torimatsu,,,レストラン・お食事,お弁当屋,Bento shop,ジェイアール京都伊勢丹B2F,京都,"お弁当屋,駅弁屋",600-8555,京都府京都市下京区東塩小路町 京都府京都市下京区烏丸通塩小路下ル東塩小路町,075-352-1111,内,外,,"b2,46,42",,1000,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,2000,,
420,551蓬莱 京都伊勢丹店,551 Horai in Kyoto Isetan,,,レストラン・お食事,お弁当屋,Bento shop,ジェイアール京都伊勢丹B2F,京都,"お弁当屋,駅弁屋,飲食店,レストラン,中華",600-8216,京都府京都市下京区東塩小路町 下ル 烏丸通 ジェイアール京都伊勢丹地下2階 塩小路通,075-365-8551,内,外,禁煙,"b2,48,35",,1000,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,2000,,
421,551蓬莱 JR京都駅店,551 Horai,,,レストラン・お食事,お弁当屋,Bento shop,,京都,"お弁当屋,駅弁屋,中華",600-8216,京都府京都市下京区東塩小路町９０１,075-671-1551,内,外,,"2,44,74",,0900,2100,0900,2100,0930,2100,0930,2100,0930,2100,0930,2100,0930,2100,,
422,聖護院八ツ橋 京都伊勢丹店,Shogoin Yatsuhashi in Kyoto Isetan,,,ギフト・おみやげ,お土産屋,Souvenir shop,ジェイアール京都伊勢丹B1F,京都,"お土産屋,八ツ橋,お土産",600-8555,京都府京都市下京区東塩小路町 京都市下京区烏丸通塩小路下ル東塩小路町,075-352-1111,内,外,,"b1,40,39",,1000,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,2000,,
423,井筒八ッ橋本舗 京都伊勢丹店,Izutsu Yatsuhashi Honpo in Kyoto Isetan,,,ギフト・おみやげ,お土産屋,Souvenir shop,ジェイアール京都伊勢丹B1F,京都,"お土産屋,八ツ橋,お土産",600-8555,京都府京都市下京区東塩小路町 京都市下京区烏丸通塩小路下ル東塩小路町,075-352-1111,内,外,,"b1,41,39",,1000,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,2000,,
424,本家西尾八ッ橋 八条口店（ぎをん為治郎 八条口店）,Honke Nishio Yatsuhashi at Hachijo-Gate (Gion Tamejiro Hachijoguchi),,,レストラン・お食事,お土産屋,Souvenir shop,ASTY京都1F,京都,"お土産屋,飲食店,レストラン,八ツ橋,,お土産",600-8214,京都府京都市下京区東塩小路釜殿町 京都府京都市下京区烏丸通塩小路高倉町8-3,075-662-2788,内,外,禁煙,"1,49,74",,0900,2100,0900,2100,0900,2100,0900,2100,0900,2100,0900,2100,0900,2100,,
425,ポルタインフォメーション横 授乳室,Nursing Room at Porta Information Booth,,,,授乳室,nursing room,京都駅前地下街ポルタ,京都,授乳室,600-8216,京都府京都市下京区東塩小路町 京都市下京区烏丸通塩小路下ル 東塩小路町902番地 ポルタ,075-746-5386,内,外,,"b2,66,27",,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,,
426,駅スタンプ 西口改札内,Station Stamp Spot inside West Ticket Gate,,,,駅のスタンプ,station stamp,,京都,駅のスタンプ,,,,内,内,,"2,51,57",,,,,,,,,,,,,,,,,
427,B1階お手洗い,B1 Floor Restroom,,,,お手洗い,,,京都,"お手洗い,トイレ",,,,内,外,,"b1,64,42",,,,,,,,,,,,,,,,,
428,セブン-イレブン　ハートインＪＲ京都駅地下東口店　共同出張所,Seven-Eleven Heart-in JR Kyoto Station underground east exit branch,,,,,,,京都,"ATM,セブン銀行ATM",,京都府京都市下京区塩小路下ル東塩小路町 烏丸通,075-365-3122,内,外,,"b2,82,45",,0630,2330,0630,2330,0630,2330,0630,2330,0630,2330,0630,2330,0630,2330,http://www.e-map.ne.jp/p/711map/dtl/464662/?&p_s1=40000&p_f2=1&p_f3=1&p_f4=1&cond40=1&cond41=1&&his=sw,
429,セブン-イレブン　ハートインＪＲ京都駅東塩小路店　共同出張所,Seven-Eleven Heart-in JR Kyoto Station Higashi Shiokoji Branch Office,,,,,,,京都,"ATM,セブン銀行ATM",,京都府京都市下京区東塩小路町940,075-353-0080,内,外,,"1,10,35",,0630,2300,0630,2300,0630,2300,0630,2300,0630,2300,0630,2300,0630,2300,,
430,セブン-イレブン　ハートインＪＲ京都駅中央改札口店　共同出張所,Seven-Eleven Heart Inn JR Kyoto Station Central Ticket Gate Store Joint Branch,,,,,,,京都,"ATM,セブン銀行ATM",,京都府京都市下京区烏丸通塩小路下ル東塩小路町,075-371-7027,内,外,,"1,56,40",,0630,2400,0630,2400,0630,2400,0630,2400,0630,2400,0630,2400,0630,2400,,
431,セブン-イレブン　ハートインＪＲ京都駅東口改札内店　共同出張所,Seven-Eleven Heart-Inn JR Kyoto Station East Entrance Ticket Office,,,,,,,京都,"ATM,セブン銀行ATM",,京都府京都市下京区塩小路下ル東塩小路町 烏丸通,075-354-4720,内,内,,"1,63,62",,0630,2300,0630,2300,0630,2300,0630,2300,0630,2300,0630,2300,0630,2300,,
432,セブン-イレブン　ハートイン京都地下鉄京都駅南口店　共同出張所,Seven-Eleven Heart-in Kyoto Subway Kyoto Station South Entrance Branch,,,,,,,京都,"ATM,セブン銀行ATM",,京都府京都市下京区東塩小路高倉町地先,075-352-3563,内,外,,"b2,80,66",,0630,2300,0630,2300,0630,2300,0630,2300,0630,2300,0630,2300,0630,2300,,
433,ファミリーマート京都駅前１号機・２号機　共同出張所,FamilyMart Kyoto Station Unit 1 and 2 Joint Sub-Branch,,,,,,,京都,ATM,,京都府京都市下京区東塩小路町849,075-353-0567,外,外,,"1,95,18",,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,,
438,ローソン　新京都センタービル共同出張所,Lawson New Kyoto Center Building Joint Sub-Branch,,,,,,,京都,ATM,,京都府京都市下京区塩小路通烏丸西入東塩小路町614,075-344-8072,外,外,,"1,15,9",,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,,
441,ファミリーマート近鉄京都駅　共同出張所,Family Mart Kintetsu Kyoto Station Joint Branch,,,,,,,京都,ATM,,京都府京都市下京区東塩小路釜殿町31-1 近鉄京都駅構内,075-694-1176,内,内,,"2,31,76",,0600,2400,0600,2400,0600,2400,0600,2400,0600,2400,0600,2400,0600,2400,,
445,セブン-イレブン　７ＦＳ京阪バス京都駅八条口店　共同出張所,Seven-Eleven 7FS Keihan Bus Kyoto Station Hachijoguchi Branch Office,,,,,,,京都,ATM,,京都府京都市南区東九条西山王町31,075-692-3510,外,外,,"1,92,96",,0630,2300,0630,2300,0630,2300,0630,2300,0630,2300,0630,2300,0630,2300,,
449,ザ・ダイソー 京都アバンティ店,The Daiso Kyoto Avanti,,,ショッピング,,,,京都,100円ショップ,601-8003 ,京都府京都市南区東九条西山王町３１,075-693-7066,外,外,,"1,81,97",,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,https://www.daiso-sangyo.co.jp/shop/detail/8394,
,送迎バスのりば,Shuttle bus stop,,,,,,,京都,"送迎バス乗り場,リーガロイヤルホテル行送迎バス乗り場",,,,外,外,,"1,71,76",,,,,,,,,,,,,,,,,
